Date,Description,Amount,Transaction Type,Category,Account Name
2021-03-30,Starbucks,12.853169444135617,debit,Coffee Shops,Platinum Card
2021-03-30,Grocery Store,9.065106936523922,debit,Groceries,Silver Card
2021-03-30,Biweekly Paycheck,2012.5865693353555,credit,Paycheck,Checking
2021-03-31,Chili's,24.621972022717664,debit,Restaurants,Platinum Card
2021-03-31,Credit Card Payment,961.225417659222,credit,Credit Card Payment,Platinum Card
2021-03-31,Greek Restaurant,41.133110198121194,debit,Restaurants,Silver Card
2021-03-31,Belgian Restaurant,38.068590498844905,debit,Restaurants,Platinum Card
2021-04-01,Credit Card Payment,595.874219523816,credit,Credit Card Payment,Platinum Card
2021-04-01,Grocery Store,82.82242228033012,debit,Groceries,Platinum Card
2021-04-01,Brewing Company,58.98680803458573,debit,Restaurants,Platinum Card
2021-04-01,Amazon,12.997619335528695,debit,Shopping,Platinum Card
2021-04-01,Credit Card Payment,1527.2047398432735,debit,Credit Card Payment,Checking
2021-04-01,Amazon,12.967921442252933,debit,Shopping,Platinum Card
2021-04-02,Mortgage Payment,1238.825059649207,debit,Mortgage & Rent,Checking
2021-04-02,Hardware Store,13.698383041713539,debit,Home Improvement,Platinum Card
2021-04-02,Credit Card Payment,758.070567119532,credit,Credit Card Payment,Silver Card
2021-04-02,Credit Card Payment,785.5686366142111,debit,Credit Card Payment,Checking
2021-04-02,Grocery Store,82.84575519283554,debit,Groceries,Platinum Card
2021-04-02,Mortgage Payment,1093.9078248155602,debit,Mortgage & Rent,Checking
2021-04-03,Amazon Video,6.301872005884293,debit,Movies & DVDs,Platinum Card
2021-04-04,Netflix,11.518045458967675,debit,Movies & DVDs,Platinum Card
2021-04-04,Credit Card Payment,369.1929587571025,debit,Credit Card Payment,Checking
2021-04-04,Grocery Store,5.570469549070878,debit,Groceries,Platinum Card
2021-04-04,Netflix,11.742232612737608,debit,Television,Platinum Card
2021-04-04,Amazon,36.61931097526538,debit,Shopping,Platinum Card
2021-04-04,Credit Card Payment,364.264045161208,credit,Credit Card Payment,Platinum Card
2021-04-06,Amazon,28.19687044310171,debit,Shopping,Platinum Card
2021-04-06,Chevron,4.4921156137617055,debit,Gas & Fuel,Platinum Card
2021-04-06,Tiny Deli,9.792774801728832,debit,Restaurants,Platinum Card
2021-04-08,Irish Pub,22.24343932698156,debit,Restaurants,Platinum Card
2021-04-08,Gas Company,30.551518970680323,debit,Utilities,Checking
2021-04-09,Blue Sky Market,6.386987433118503,debit,Groceries,Silver Card
2021-04-09,Spotify,10.726306990390215,debit,Music,Platinum Card
2021-04-09,Credit Card Payment,421.9830551514303,debit,Credit Card Payment,Checking
2021-04-09,Grocery Store,10.824357520023689,debit,Groceries,Platinum Card
2021-04-09,Barbershop,29.642069107050563,debit,Haircut,Platinum Card
2021-04-09,Spotify,10.987507110067254,debit,Music,Platinum Card
2021-04-09,Gas Company,29.05261628342734,debit,Utilities,Checking
2021-04-10,Phone Company,65.28123641245999,debit,Mobile Phone,Checking
2021-04-11,Phone Company,88.5622280419565,debit,Mobile Phone,Checking
2021-04-12,Starbucks,7.095689912273034,debit,Coffee Shops,Platinum Card
2021-04-12,Best Buy,46.073677158429156,debit,Electronics & Software,Silver Card
2021-04-12,Grocery Store,42.44706274218231,debit,Groceries,Platinum Card
2021-04-12,Biweekly Paycheck,1966.2430441573752,credit,Paycheck,Checking
2021-04-12,Barbershop,30.41517437696928,debit,Haircut,Platinum Card
2021-04-13,QuikTrip,38.548395180354746,debit,Gas & Fuel,Platinum Card
2021-04-13,Vietnamese Restaurant,20.846783870538435,debit,Restaurants,Platinum Card
2021-04-13,Grocery Store,17.67492735425434,debit,Groceries,Platinum Card
2021-04-13,BP,37.60316386701968,debit,Gas & Fuel,Platinum Card
2021-04-13,Biweekly Paycheck,2039.892829109746,credit,Paycheck,Checking
2021-04-13,American Tavern,10.511788172596631,debit,Restaurants,Platinum Card
2021-04-14,Hardware Store,11.578976260983698,debit,Home Improvement,Platinum Card
2021-04-14,American Tavern,41.39415407646398,debit,Restaurants,Platinum Card
2021-04-15,Power Company,61.399632047249554,debit,Utilities,Checking
2021-04-16,City Water Charges,35.15928720766385,debit,Utilities,Checking
2021-04-16,State Farm,75.79863764976776,debit,Auto Insurance,Checking
2021-04-16,City Water Charges,35.934515698925125,debit,Utilities,Checking
2021-04-18,Credit Card Payment,467.1161865104781,credit,Credit Card Payment,Platinum Card
2021-04-18,Credit Card Payment,594.8383174809272,credit,Credit Card Payment,Silver Card
2021-04-18,State Farm,74.60071454083304,debit,Auto Insurance,Checking
2021-04-18,Power Company,60.016338098971794,debit,Utilities,Checking
2021-04-19,Credit Card Payment,597.0475407066897,debit,Credit Card Payment,Checking
2021-04-19,Grocery Store,10.97541207292813,debit,Groceries,Platinum Card
2021-04-20,Thai Restaurant,23.450903887930775,debit,Restaurants,Silver Card
2021-04-21,American Tavern,35.33170597212011,debit,Restaurants,Silver Card
2021-04-21,Grocery Store,4.432185511910365,debit,Groceries,Silver Card
2021-04-22,Greek Restaurant,64.04326085661378,debit,Restaurants,Silver Card
2021-04-22,Brewing Company,14.632246738495201,debit,Alcohol & Bars,Silver Card
2021-04-22,Grocery Store,21.527238854702368,debit,Groceries,Platinum Card
2021-04-23,Hardware Store,29.248821396398313,debit,Home Improvement,Silver Card
2021-04-23,Hardware Store,42.30422884290858,debit,Home Improvement,Silver Card
2021-04-24,Amazon,40.77653866492444,debit,Shopping,Platinum Card
2021-04-24,Hardware Store,227.62866912309516,debit,Home Improvement,Platinum Card
2021-04-25,Hardware Store,197.95136557079013,debit,Home Improvement,Silver Card
2021-04-25,Internet Service Provider,73.74535760781825,debit,Internet,Checking
2021-04-25,Internet Service Provider,75.23072832881923,debit,Internet,Checking
2021-04-26,Biweekly Paycheck,2051.4260806931675,credit,Paycheck,Checking
2021-04-26,Credit Card Payment,772.5669341609124,credit,Credit Card Payment,Silver Card
2021-04-26,Credit Card Payment,1219.2972977267664,credit,Credit Card Payment,Platinum Card
2021-04-26,Credit Card Payment,1242.3519206093056,debit,Credit Card Payment,Checking
2021-04-27,Brewing Company,40.42346117035404,debit,Alcohol & Bars,Platinum Card
2021-04-27,American Tavern,14.91951184292113,debit,Restaurants,Silver Card
2021-04-27,Credit Card Payment,271.77675586332265,credit,Credit Card Payment,Silver Card
2021-04-27,Credit Card Payment,767.6761757067765,debit,Credit Card Payment,Checking
2021-04-27,Biweekly Paycheck,1988.2290976096376,credit,Paycheck,Checking
2021-04-28,Grocery Store,22.489590877253068,debit,Groceries,Silver Card
2021-04-29,Hardware Store,69.25101538551695,debit,Home Improvement,Platinum Card
2021-04-29,Grocery Store,51.64218009898681,debit,Groceries,Platinum Card
2021-04-29,QuikTrip,39.337510710066994,debit,Gas & Fuel,Platinum Card
2021-04-29,Grocery Store,5.761993082603688,debit,Groceries,Platinum Card
2021-04-29,Credit Card Payment,275.54044139623943,debit,Credit Card Payment,Checking
2021-04-30,BP,38.332677297587196,debit,Gas & Fuel,Platinum Card
2021-04-30,Grocery Store,5.035863701892131,debit,Groceries,Platinum Card
2021-05-01,Amazon,12.958366599892562,debit,Shopping,Platinum Card
2021-05-01,Amazon,12.622453057976811,debit,Shopping,Platinum Card
2021-05-02,Mortgage Payment,1300.1921461116153,debit,Mortgage & Rent,Checking
2021-05-02,Mortgage Payment,1105.942483833531,debit,Mortgage & Rent,Checking
2021-05-03,Credit Card Payment,748.7521889380974,debit,Credit Card Payment,Checking
2021-05-03,Amazon,48.78934323376831,debit,Shopping,Platinum Card
2021-05-04,Netflix,11.590326182616232,debit,Movies & DVDs,Platinum Card
2021-05-04,Grocery Store,40.646178050822755,debit,Groceries,Platinum Card
2021-05-04,Netflix,13.90299917915599,debit,Television,Platinum Card
2021-05-05,Pizza Place,20.198317393116774,debit,Fast Food,Platinum Card
2021-05-05,Bojangles,7.295243804808394,debit,Fast Food,Platinum Card
2021-05-06,Amazon,122.38487814703221,debit,Shopping,Platinum Card
2021-05-06,Amazon,16.319556180762355,debit,Shopping,Platinum Card
2021-05-06,Hardware Store,22.291944016547834,debit,Home Improvement,Platinum Card
2021-05-07,Amazon,38.49096086495759,debit,Shopping,Platinum Card
2021-05-09,Credit Card Payment,595.0368007144929,credit,Credit Card Payment,Platinum Card
2021-05-09,Credit Card Payment,593.2451072757345,debit,Credit Card Payment,Checking
2021-05-09,Gas Company,28.805702950074096,debit,Utilities,Checking
2021-05-09,Spotify,10.744040329904296,debit,Music,Platinum Card
2021-05-09,Best Buy,331.7595407320762,debit,Electronics & Software,Platinum Card
2021-05-09,Gas Company,29.48231343890776,debit,Utilities,Checking
2021-05-09,Spotify,10.882877329933963,debit,Music,Platinum Card
2021-05-09,Target,3.1456491893968934,debit,Shopping,Platinum Card
2021-05-10,Phone Company,110.39467047305355,debit,Mobile Phone,Checking
2021-05-10,Biweekly Paycheck,2034.0483092482743,credit,Paycheck,Checking
2021-05-10,Phone Company,65.2899961357364,debit,Mobile Phone,Checking
2021-05-10,Best Buy,21.66100388549865,debit,Electronics & Software,Silver Card
2021-05-11,Biweekly Paycheck,2046.9749248293358,credit,Paycheck,Checking
2021-05-11,Grocery Store,56.083974050014284,debit,Groceries,Platinum Card
2021-05-11,Mike's Construction Co.,8114.843025270378,debit,Home Improvement,Checking
2021-05-12,Liquor Store,27.274762498448045,debit,Alcohol & Bars,Platinum Card
2021-05-12,Shell,34.25388814935573,debit,Gas & Fuel,Platinum Card
2021-05-12,Fancy Restaurant,80.0062075508198,debit,Restaurants,Platinum Card
2021-05-13,QuikTrip,35.42237731252585,debit,Gas & Fuel,Silver Card
2021-05-13,Fancy Restaurant,99.20388750984506,debit,Restaurants,Silver Card
2021-05-13,Greek Restaurant,22.80890962756474,debit,Restaurants,Silver Card
2021-05-13,Credit Card Payment,479.5441880729067,debit,Credit Card Payment,Checking
2021-05-14,Grocery Store,2.035522497263938,debit,Groceries,Silver Card
2021-05-14,Grocery Store,68.6839417293204,debit,Groceries,Silver Card
2021-05-15,Power Company,61.719757202405475,debit,Utilities,Checking
2021-05-15,Power Company,59.11790581957903,debit,Utilities,Checking
2021-05-17,Credit Card Payment,571.2591657288533,credit,Credit Card Payment,Platinum Card
2021-05-17,City Water Charges,36.16581498610317,debit,Utilities,Checking
2021-05-17,Barbershop,30.226440150484343,debit,Haircut,Silver Card
2021-05-17,City Water Charges,35.29214803033034,debit,Utilities,Checking
2021-05-18,Amazon,6.689150893221319,debit,Shopping,Platinum Card
2021-05-18,State Farm,74.43000655931566,debit,Auto Insurance,Checking
2021-05-19,Credit Card Payment,206.2844459041176,credit,Credit Card Payment,Platinum Card
2021-05-19,Greek Restaurant,23.08405889625927,debit,Restaurants,Silver Card
2021-05-19,Grocery Store,31.45064732996533,debit,Groceries,Silver Card
2021-05-20,American Tavern,33.28755970584552,debit,Restaurants,Silver Card
2021-05-20,State Farm,77.22876833356153,debit,Auto Insurance,Checking
2021-05-20,Credit Card Payment,420.58870388932223,debit,Credit Card Payment,Checking
2021-05-21,Credit Card Payment,286.68984079530946,credit,Credit Card Payment,Silver Card
2021-05-21,Amazon,34.1008615777197,debit,Shopping,Platinum Card
2021-05-21,Thai Restaurant,26.728022009004086,debit,Restaurants,Silver Card
2021-05-22,Credit Card Payment,280.9415872647521,debit,Credit Card Payment,Checking
2021-05-24,Biweekly Paycheck,1972.1431961223861,credit,Paycheck,Checking
2021-05-24,Hardware Store,28.171959718847518,debit,Home Improvement,Platinum Card
2021-05-24,Credit Card Payment,746.4963850804455,credit,Credit Card Payment,Silver Card
2021-05-24,BP,39.813827301365144,debit,Gas & Fuel,Silver Card
2021-05-24,Brunch Restaurant,8.068841255891424,debit,Restaurants,Platinum Card
2021-05-25,QuikTrip,37.33315794709695,debit,Gas & Fuel,Platinum Card
2021-05-25,Hardware Store,30.86677039692426,debit,Home Improvement,Platinum Card
2021-05-25,Biweekly Paycheck,1965.557010964118,credit,Paycheck,Checking
2021-05-25,Internet Service Provider,75.01868286074655,debit,Internet,Checking
2021-05-27,Mexican Restaurant,35.00857214655812,debit,Restaurants,Platinum Card
2021-05-28,Credit Card Payment,765.9664377152216,debit,Credit Card Payment,Checking
2021-05-28,Grocery Store,87.49131258831132,debit,Groceries,Silver Card
2021-05-28,Movie Theater,9.835926606702687,debit,Entertainment,Silver Card
2021-05-29,Movie Theater,20.213952334857016,debit,Movies & DVDs,Silver Card
2021-05-29,Movie Theater,6.142862417655378,debit,Movies & DVDs,Silver Card
2021-05-30,American Tavern,34.35390188289142,debit,Restaurants,Platinum Card
2021-05-30,Internet Service Provider,78.06903586758881,debit,Internet,Checking
2021-06-01,BP,38.41130759236385,debit,Gas & Fuel,Platinum Card
2021-06-01,Amazon,12.803849224732385,debit,Shopping,Platinum Card
2021-06-01,Grocery Store,6.320974166079909,debit,Groceries,Platinum Card
2021-06-01,Amazon,12.683031958668922,debit,Shopping,Platinum Card
2021-06-02,Credit Card Payment,228.85528147563707,credit,Credit Card Payment,Silver Card
2021-06-02,Credit Card Payment,467.4727315186819,credit,Credit Card Payment,Platinum Card
2021-06-03,Mortgage Payment,1100.508560483463,debit,Mortgage & Rent,Checking
2021-06-03,Italian Restaurant,63.535498252765116,debit,Restaurants,Platinum Card
2021-06-03,Credit Card Payment,253.60304437135682,credit,Credit Card Payment,Platinum Card
2021-06-03,Starbucks,2.635805620323355,debit,Coffee Shops,Platinum Card
2021-06-04,Barbershop,29.771631273707268,debit,Haircut,Platinum Card
2021-06-04,Netflix,13.987525623837252,debit,Television,Platinum Card
2021-06-04,Netflix,12.029716561034174,debit,Movies & DVDs,Platinum Card
2021-06-04,Mortgage Payment,1221.491848856009,debit,Mortgage & Rent,Checking
2021-06-04,Grocery Store,24.064957802174856,debit,Groceries,Platinum Card
2021-06-04,Credit Card Payment,233.4960729809092,debit,Credit Card Payment,Checking
2021-06-05,Grocery Store,22.826765730310765,debit,Groceries,Platinum Card
2021-06-05,Mexican Restaurant,23.31986893976891,debit,Restaurants,Platinum Card
2021-06-06,Starbucks,3.5621521621181036,debit,Coffee Shops,Platinum Card
2021-06-06,Starbucks,3.980730306263651,debit,Coffee Shops,Platinum Card
2021-06-06,Grocery Store,5.833245840788916,debit,Groceries,Platinum Card
2021-06-07,Gas Company,30.621960008092447,debit,Utilities,Checking
2021-06-07,Biweekly Paycheck,2046.859253885101,credit,Paycheck,Checking
2021-06-07,Credit Card Payment,475.25417309049067,debit,Credit Card Payment,Checking
2021-06-08,Biweekly Paycheck,1958.4697975921158,credit,Paycheck,Checking
2021-06-08,Gas Company,28.8636147508162,debit,Utilities,Checking
2021-06-09,Spotify,11.03942478757265,debit,Music,Platinum Card
2021-06-09,Grocery Store,9.668348552165297,debit,Groceries,Platinum Card
2021-06-09,Spotify,10.673876485972896,debit,Music,Platinum Card
2021-06-09,Chick-Fil-A,16.11107824516178,debit,Fast Food,Platinum Card
2021-06-10,Grocery Store,45.26484809352124,debit,Groceries,Platinum Card
2021-06-12,Phone Company,65.69655470892508,debit,Mobile Phone,Checking
2021-06-12,Grocery Store,12.158544965390377,debit,Groceries,Platinum Card
2021-06-12,Phone Company,89.7763497384716,debit,Mobile Phone,Checking
2021-06-13,Credit Card Payment,147.24128381741707,debit,Credit Card Payment,Checking
2021-06-13,Credit Card Payment,158.30676775474868,credit,Credit Card Payment,Platinum Card
2021-06-14,Grocery Store,10.517543779131739,debit,Groceries,Silver Card
2021-06-14,Credit Card Payment,276.0933440125889,credit,Credit Card Payment,Platinum Card
2021-06-14,Grocery Store,6.9654187283255276,debit,Groceries,Platinum Card
2021-06-14,Credit Card Payment,283.92930023524144,debit,Credit Card Payment,Checking
2021-06-15,Power Company,59.940370189069284,debit,Utilities,Checking
2021-06-15,BP,33.249790714634536,debit,Gas & Fuel,Silver Card
2021-06-16,Grocery Store,14.11419021517615,debit,Groceries,Platinum Card
2021-06-16,Pizza Place,21.91116033453109,debit,Fast Food,Platinum Card
2021-06-16,Starbucks,3.0407435575227515,debit,Coffee Shops,Platinum Card
2021-06-17,Power Company,60.37592247453744,debit,Utilities,Checking
2021-06-17,City Water Charges,34.392320763880726,debit,Utilities,Checking
2021-06-18,Brewing Company,14.699325136426117,debit,Alcohol & Bars,Silver Card
2021-06-18,City Water Charges,36.24629201609481,debit,Utilities,Checking
2021-06-18,Shell,42.23219250279144,debit,Gas & Fuel,Silver Card
2021-06-19,State Farm,73.34370525052844,debit,Auto Insurance,Checking
2021-06-19,Shell,37.45480206888281,debit,Gas & Fuel,Platinum Card
2021-06-19,Grocery Store,2.7452643495318205,debit,Groceries,Platinum Card
2021-06-20,Mike's Construction Co.,8720.480159900817,debit,Home Improvement,Checking
2021-06-20,Credit Card Payment,99.87244612796083,credit,Credit Card Payment,Silver Card
2021-06-20,Barbershop,31.54115552600953,debit,Haircut,Silver Card
2021-06-20,State Farm,71.70436035333036,debit,Auto Insurance,Checking
2021-06-20,Credit Card Payment,374.98298917827987,debit,Credit Card Payment,Checking
2021-06-20,Credit Card Payment,90.58814312078144,credit,Credit Card Payment,Silver Card
2021-06-21,Biweekly Paycheck,1937.9059053771705,credit,Paycheck,Checking
2021-06-21,Credit Card Payment,90.78156183825199,debit,Credit Card Payment,Checking
2021-06-21,Credit Card Payment,101.076029672844,debit,Credit Card Payment,Checking
2021-06-22,Biweekly Paycheck,1935.393949985181,credit,Paycheck,Checking
2021-06-23,Amazon,73.61061323593192,debit,Shopping,Platinum Card
2021-06-23,Brunch Restaurant,8.908809108517039,debit,Restaurants,Silver Card
2021-06-24,Brewing Company,15.229738678563912,debit,Alcohol & Bars,Silver Card
2021-06-25,Credit Card Payment,941.1344036204707,credit,Credit Card Payment,Platinum Card
2021-06-25,Internet Service Provider,77.27747249379553,debit,Internet,Checking
2021-06-25,Credit Card Payment,961.861681444346,debit,Credit Card Payment,Checking
2021-06-26,Grocery Store,9.385741441739363,debit,Groceries,Silver Card
2021-06-27,Pizza Place,22.64397300900491,debit,Fast Food,Platinum Card
2021-06-27,Starbucks,3.431592298936383,debit,Coffee Shops,Silver Card
2021-06-28,BP,30.58854190777785,debit,Gas & Fuel,Silver Card
2021-06-28,Grocery Store,7.557887070479005,debit,Groceries,Silver Card
2021-06-30,Internet Service Provider,73.86365160504094,debit,Internet,Checking
2021-07-01,Amazon,13.052204484888312,debit,Shopping,Platinum Card
2021-07-01,Amazon,12.804316320886105,debit,Shopping,Platinum Card
2021-07-01,Thai Restaurant,24.690949157719697,debit,Restaurants,Silver Card
2021-07-01,Hawaiian Grill,25.277124247075374,debit,Restaurants,Silver Card
2021-07-01,Grocery Store,98.60235728545823,debit,Groceries,Silver Card
2021-07-01,Starbucks,6.902338444024513,debit,Coffee Shops,Silver Card
2021-07-02,American Tavern,35.60551876251407,debit,Restaurants,Silver Card
2021-07-02,Movie Theater,25.011981697080703,debit,Movies & DVDs,Silver Card
2021-07-02,Mortgage Payment,1276.8726349996164,debit,Mortgage & Rent,Checking
2021-07-02,Hardware Store,231.29898909484075,debit,Home Improvement,Platinum Card
2021-07-02,Mortgage Payment,1124.0396049884305,debit,Mortgage & Rent,Checking
2021-07-04,Netflix,13.819639473788031,debit,Television,Platinum Card
2021-07-04,BP,33.622642435347736,debit,Gas & Fuel,Silver Card
2021-07-04,Netflix,11.694920725491466,debit,Movies & DVDs,Platinum Card
2021-07-05,Grocery Store,43.46545886271634,debit,Groceries,Silver Card
2021-07-05,Amazon,215.6564521589634,debit,Shopping,Platinum Card
2021-07-05,Biweekly Paycheck,2276.490669874214,credit,Paycheck,Checking
2021-07-05,Brewing Company,18.927901232578993,debit,Alcohol & Bars,Silver Card
2021-07-06,Amazon Video,6.455939676592924,debit,Movies & DVDs,Platinum Card
2021-07-06,Biweekly Paycheck,2006.7318038217809,credit,Paycheck,Checking
2021-07-06,Grocery Store,95.72347917558538,debit,Groceries,Platinum Card
2021-07-06,Credit Card Payment,214.65002469916843,credit,Credit Card Payment,Silver Card
2021-07-06,Greek Restaurant,23.137470740706707,debit,Restaurants,Platinum Card
2021-07-07,Hardware Store,101.96807636084884,debit,Home Improvement,Platinum Card
2021-07-08,Credit Card Payment,310.0191594055991,debit,Credit Card Payment,Checking
2021-07-08,Credit Card Payment,223.25445839456302,debit,Credit Card Payment,Checking
2021-07-08,Credit Card Payment,258.71642715086864,credit,Credit Card Payment,Platinum Card
2021-07-09,Credit Card Payment,557.1974292856897,credit,Credit Card Payment,Platinum Card
2021-07-09,Spotify,10.6692438583993,debit,Music,Platinum Card
2021-07-09,Credit Card Payment,258.5242910138035,debit,Credit Card Payment,Checking
2021-07-09,Credit Card Payment,236.71829050478513,credit,Credit Card Payment,Silver Card
2021-07-09,Spotify,11.010885938016953,debit,Music,Platinum Card
2021-07-10,Phone Company,64.79903296104219,debit,Mobile Phone,Checking
2021-07-10,Credit Card Payment,242.18148552116895,debit,Credit Card Payment,Checking
2021-07-10,Gas Company,29.77171470441691,debit,Utilities,Checking
2021-07-10,Grocery Store,5.308910354182991,debit,Groceries,Silver Card
2021-07-10,Gas Company,30.450795263932584,debit,Utilities,Checking
2021-07-11,Phone Company,85.66058975976719,debit,Mobile Phone,Checking
2021-07-14,Go Mart,34.64013525942615,debit,Gas & Fuel,Silver Card
2021-07-15,Grocery Store,86.98307285454021,debit,Groceries,Silver Card
2021-07-15,Circle K,36.18967010011146,debit,Gas & Fuel,Platinum Card
2021-07-16,Amazon,90.7017643777464,debit,Shopping,Platinum Card
2021-07-16,Power Company,60.04831093190374,debit,Utilities,Checking
2021-07-17,Wendy's,15.563431163528893,debit,Fast Food,Silver Card
2021-07-17,Power Company,59.08893166744782,debit,Utilities,Checking
2021-07-17,City Water Charges,35.82392353889252,debit,Utilities,Checking
2021-07-17,City Water Charges,35.983759058433066,debit,Utilities,Checking
2021-07-18,Brunch Restaurant,8.827643525716535,debit,Restaurants,Platinum Card
2021-07-18,Grocery Store,29.796490778886866,debit,Groceries,Platinum Card
2021-07-18,BP,36.85693760239028,debit,Gas & Fuel,Silver Card
2021-07-18,Irish Restaurant,29.20066298164509,debit,Alcohol & Bars,Platinum Card
2021-07-18,State Farm,76.08650703979833,debit,Auto Insurance,Checking
2021-07-18,Credit Card Payment,820.8730829580102,debit,Credit Card Payment,Checking
2021-07-18,State Farm,75.49506122952448,debit,Auto Insurance,Checking
2021-07-19,Mexican Restaurant,28.26750866146899,debit,Restaurants,Platinum Card
2021-07-19,Credit Card Payment,109.81489733954706,credit,Credit Card Payment,Platinum Card
2021-07-19,Biweekly Paycheck,2215.3618077086503,credit,Paycheck,Checking
2021-07-20,Credit Card Payment,104.50354901167039,credit,Credit Card Payment,Platinum Card
2021-07-20,Credit Card Payment,63.01289511624607,credit,Credit Card Payment,Silver Card
2021-07-20,Credit Card Payment,103.87289115788084,debit,Credit Card Payment,Checking
2021-07-20,Biweekly Paycheck,2038.8972394023317,credit,Paycheck,Checking
2021-07-21,Grocery Store,28.784298832938262,debit,Groceries,Platinum Card
2021-07-21,Barbershop,30.89234761097037,debit,Haircut,Platinum Card
2021-07-22,Thai Restaurant,26.3763233424564,debit,Restaurants,Silver Card
2021-07-22,Credit Card Payment,258.2874736126317,credit,Credit Card Payment,Silver Card
2021-07-23,Starbucks,9.705202129711587,debit,Fast Food,Platinum Card
2021-07-23,Credit Card Payment,255.81941271773837,debit,Credit Card Payment,Checking
2021-07-23,Credit Card Payment,60.32395499351882,debit,Credit Card Payment,Checking
2021-07-24,American Tavern,25.820339578902527,debit,Restaurants,Platinum Card
2021-07-24,Starbucks,2.5665453800296416,debit,Coffee Shops,Silver Card
2021-07-25,Internet Service Provider,74.3827508446687,debit,Internet,Checking
2021-07-26,Conoco,33.61015639012142,debit,Gas & Fuel,Silver Card
2021-07-27,Barbershop,30.470759783923896,debit,Haircut,Silver Card
2021-07-28,Grocery Store,7.65194927169201,debit,Groceries,Silver Card
2021-07-28,Hardware Store,43.4850209456469,debit,Home Improvement,Platinum Card
2021-07-29,Grocery Store,5.357878776554509,debit,Groceries,Platinum Card
2021-07-29,Fancy Restaurant,43.71504446234136,debit,Restaurants,Silver Card
2021-07-30,Internet Service Provider,74.67598815182902,debit,Internet,Checking
2021-07-30,American Tavern,34.835552684264364,debit,Restaurants,Silver Card
2021-07-30,Grocery Store,15.874590656068289,debit,Groceries,Platinum Card
2021-07-31,Brewing Company,6.712539886575647,debit,Alcohol & Bars,Silver Card
2021-08-01,Amazon,13.35380390922807,debit,Shopping,Platinum Card
2021-08-01,Amazon,12.434141403967452,debit,Shopping,Platinum Card
2021-08-02,Credit Card Payment,792.825958962009,credit,Credit Card Payment,Platinum Card
2021-08-02,Shell,40.388548389214186,debit,Gas & Fuel,Silver Card
2021-08-02,Mortgage Payment,1262.1766514024866,debit,Mortgage & Rent,Checking
2021-08-02,Mortgage Payment,1134.0679265033218,debit,Mortgage & Rent,Checking
2021-08-02,Biweekly Paycheck,2285.8960645063403,credit,Paycheck,Checking
2021-08-03,BP,36.4989816829577,debit,Gas & Fuel,Platinum Card
2021-08-03,American Tavern,23.464894480799725,debit,Restaurants,Platinum Card
2021-08-03,Grocery Store,6.134357789859622,debit,Groceries,Silver Card
2021-08-03,Biweekly Paycheck,1976.3551493977116,credit,Paycheck,Checking
2021-08-03,Grocery Store,3.9119547145462286,debit,Groceries,Platinum Card
2021-08-04,Netflix,11.925421616386695,debit,Movies & DVDs,Platinum Card
2021-08-04,Netflix,13.961437175555249,debit,Television,Platinum Card
2021-08-05,Credit Card Payment,114.70807150318686,credit,Credit Card Payment,Silver Card
2021-08-05,Brewing Company,18.29957198346184,debit,Alcohol & Bars,Silver Card
2021-08-05,Credit Card Payment,358.82428716646507,credit,Credit Card Payment,Platinum Card
2021-08-06,Credit Card Payment,503.07297473359046,debit,Credit Card Payment,Checking
2021-08-06,Hardware Store,126.73241211408384,debit,Home Improvement,Checking
2021-08-06,Credit Card Payment,118.16802546927285,debit,Credit Card Payment,Checking
2021-08-06,Amazon,75.82663181467854,debit,Shopping,Platinum Card
2021-08-08,Grocery Store,11.66785938265598,debit,Groceries,Silver Card
2021-08-09,Spotify,10.535289735463776,debit,Music,Platinum Card
2021-08-09,Gas Company,30.5935556088297,debit,Utilities,Checking
2021-08-09,Spotify,10.34499833637784,debit,Music,Platinum Card
2021-08-09,Gas Company,30.024342662614675,debit,Utilities,Checking
2021-08-10,Phone Company,88.33910417146579,debit,Mobile Phone,Checking
2021-08-11,Chick-Fil-A,13.447174964260723,debit,Fast Food,Platinum Card
2021-08-11,Valero,34.35240111580164,debit,Gas & Fuel,Platinum Card
2021-08-12,Phone Company,67.76168764062304,debit,Mobile Phone,Checking
2021-08-12,Thai Restaurant,26.21774018024765,debit,Restaurants,Silver Card
2021-08-14,Starbucks,2.766540576586491,debit,Coffee Shops,Platinum Card
2021-08-15,Power Company,60.22636470558378,debit,Utilities,Checking
2021-08-15,Credit Card Payment,164.8364274096191,credit,Credit Card Payment,Platinum Card
2021-08-15,Shell,40.12124782219402,debit,Gas & Fuel,Platinum Card
2021-08-15,Credit Card Payment,342.56059067507687,debit,Credit Card Payment,Checking
2021-08-15,Power Company,58.86642751618115,debit,Utilities,Checking
2021-08-15,Credit Card Payment,276.86993776908577,credit,Credit Card Payment,Silver Card
2021-08-15,Grocery Store,5.630796498569641,debit,Groceries,Platinum Card
2021-08-16,Biweekly Paycheck,2162.1677554798484,credit,Paycheck,Checking
2021-08-16,City Water Charges,33.60256107778193,debit,Utilities,Checking
2021-08-16,Credit Card Payment,270.25938536675335,debit,Credit Card Payment,Checking
2021-08-16,City Water Charges,35.260948759402446,debit,Utilities,Checking
2021-08-17,Credit Card Payment,83.48368142127046,credit,Credit Card Payment,Platinum Card
2021-08-17,Barbershop,19.37316405717185,debit,Haircut,Platinum Card
